section,diagnosis,icd_10_code,spine_region
trauma,"Anterior cord syndrome at C7 level of cervical spinal cord, initial encounter",S14.137A,cervical
trauma,"Anterior cord syndrome at C8 level of cervical spinal cord, initial encounter",S14.138A,cervical
trauma,"Anterior cord syndrome at unspecified level of cervical spinal cord, initial encounter",S14.139A,cervical
trauma,"Brown-Sequard syndrome at C1 level of cervical spinal cord, initial encounter",S14.141A,cervical
trauma,"Brown-Sequard syndrome at C2 level of cervical spinal cord, initial encounter",S14.142A,cervical
trauma,"Brown-Sequard syndrome at C3 level of cervical spinal cord, initial encounter",S14.143A,cervical
trauma,"Brown-Sequard syndrome at C4 level of cervical spinal cord, initial encounter",S14.144A,cervical
trauma,"Brown-Sequard syndrome at C5 level of cervical spinal cord, initial encounter",S14.145A,cervical
trauma,"Brown-Sequard syndrome at C6 level of cervical spinal cord, initial encounter",S14.146A,cervical
trauma,"Brown-Sequard syndrome at C7 level of cervical spinal cord, initial encounter",S14.147A,cervical
trauma,"Brown-Sequard syndrome at C8 level of cervical spinal cord, initial encounter",S14.148A,cervical
trauma,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, initial encounter",S14.149A,cervical
trauma,"Other incomplete lesion at C1 level of cervical spinal cord, initial encounter",S14.151A,cervical
trauma,"Other incomplete lesion at C2 level of cervical spinal cord, initial encounter",S14.152A,cervical
trauma,"Other incomplete lesion at C3 level of cervical spinal cord, initial encounter",S14.153A,cervical
trauma,"Other incomplete lesion at C4 level of cervical spinal cord, initial encounter",S14.154A,cervical
trauma,"Other incomplete lesion at C5 level of cervical spinal cord, initial encounter",S14.155A,cervical
trauma,"Other incomplete lesion at C6 level of cervical spinal cord, initial encounter",S14.156A,cervical
trauma,"Other incomplete lesion at C7 level of cervical spinal cord, initial encounter",S14.157A,cervical
trauma,"Other incomplete lesion at C8 level of cervical spinal cord, initial encounter",S14.158A,cervical
trauma,"Other incomplete lesion at unspecified level of cervical spinal cord, initial encounter",S14.159A,cervical
trauma,"Injury of nerve root of cervical spine, initial encounter",S14.2XXA,cervical
trauma,"Injury of cervical sympathetic nerves, initial encounter",S14.5XXA,cervical
trauma,"Other specified injuries of cervical trachea, initial encounter",S19.82XA,cervical
trauma,"Unspecified injury of neck, initial encounter",S19.9XXA,cervical
trauma,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter for closed fracture",S22.000A,thoracic
trauma,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter for open fracture",S22.000B,thoracic
trauma,"Stable burst fracture of unspecified thoracic vertebra, initial encounter for closed fracture",S22.001A,thoracic
trauma,"Stable burst fracture of unspecified thoracic vertebra, initial encounter for open fracture",S22.001B,thoracic
trauma,"Unstable burst fracture of unspecified thoracic vertebra, initial encounter for closed fracture",S22.002A,thoracic
trauma,"Unstable burst fracture of unspecified thoracic vertebra, initial encounter for open fracture",S22.002B,thoracic
trauma,"Other fracture of unspecified thoracic vertebra, initial encounter for closed fracture",S22.008A,thoracic
trauma,"Other fracture of unspecified thoracic vertebra, initial encounter for open fracture",S22.008B,thoracic
trauma,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture",S22.009A,thoracic
trauma,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for open fracture",S22.009B,thoracic
trauma,"Wedge compression fracture of first thoracic vertebra, initial encounter for closed fracture",S22.010A,thoracic
trauma,"Wedge compression fracture of first thoracic vertebra, initial encounter for open fracture",S22.010B,thoracic
trauma,"Stable burst fracture of first thoracic vertebra, initial encounter for closed fracture",S22.011A,thoracic
trauma,"Stable burst fracture of first thoracic vertebra, initial encounter for open fracture",S22.011B,thoracic
trauma,"Unstable burst fracture of first thoracic vertebra, initial encounter for closed fracture",S22.012A,thoracic
trauma,"Unstable burst fracture of first thoracic vertebra, initial encounter for open fracture",S22.012B,thoracic
trauma,"Other fracture of first thoracic vertebra, initial encounter for closed fracture",S22.018A,thoracic
trauma,"Other fracture of first thoracic vertebra, initial encounter for open fracture",S22.018B,thoracic
trauma,"Unspecified fracture of first thoracic vertebra, initial encounter for closed fracture",S22.019A,thoracic
trauma,"Unspecified fracture of first thoracic vertebra, initial encounter for open fracture",S22.019B,thoracic
trauma,"Wedge compression fracture of second thoracic vertebra, initial encounter for closed fracture",S22.020A,thoracic
trauma,"Wedge compression fracture of second thoracic vertebra, initial encounter for open fracture",S22.020B,thoracic
trauma,"Stable burst fracture of second thoracic vertebra, initial encounter for closed fracture",S22.021A,thoracic
trauma,"Stable burst fracture of second thoracic vertebra, initial encounter for open fracture",S22.021B,thoracic
trauma,"Unstable burst fracture of second thoracic vertebra, initial encounter for closed fracture",S22.022A,thoracic
trauma,"Unstable burst fracture of second thoracic vertebra, initial encounter for open fracture",S22.022B,thoracic
trauma,"Other fracture of second thoracic vertebra, initial encounter for closed fracture",S22.028A,thoracic
trauma,"Other fracture of second thoracic vertebra, initial encounter for open fracture",S22.028B,thoracic
trauma,"Unspecified fracture of second thoracic vertebra, initial encounter for closed fracture",S22.029A,thoracic
trauma,"Unspecified fracture of second thoracic vertebra, initial encounter for open fracture",S22.029B,thoracic
trauma,"Wedge compression fracture of third thoracic vertebra, initial encounter for closed fracture",S22.030A,thoracic
trauma,"Wedge compression fracture of third thoracic vertebra, initial encounter for open fracture",S22.030B,thoracic
trauma,"Stable burst fracture of third thoracic vertebra, initial encounter for closed fracture",S22.031A,thoracic
trauma,"Stable burst fracture of third thoracic vertebra, initial encounter for open fracture",S22.031B,thoracic
trauma,"Unstable burst fracture of third thoracic vertebra, initial encounter for closed fracture",S22.032A,thoracic
trauma,"Unstable burst fracture of third thoracic vertebra, initial encounter for open fracture",S22.032B,thoracic
trauma,"Other fracture of third thoracic vertebra, initial encounter for closed fracture",S22.038A,thoracic
trauma,"Other fracture of third thoracic vertebra, initial encounter for open fracture",S22.038B,thoracic
trauma,"Unspecified fracture of third thoracic vertebra, initial encounter for closed fracture",S22.039A,thoracic
trauma,"Unspecified fracture of third thoracic vertebra, initial encounter for open fracture",S22.039B,thoracic
trauma,"Wedge compression fracture of fourth thoracic vertebra, initial encounter for closed fracture",S22.040A,thoracic
trauma,"Wedge compression fracture of fourth thoracic vertebra, initial encounter for open fracture",S22.040B,thoracic
trauma,"Stable burst fracture of fourth thoracic vertebra, initial encounter for closed fracture",S22.041A,thoracic
trauma,"Stable burst fracture of fourth thoracic vertebra, initial encounter for open fracture",S22.041B,thoracic
trauma,"Unstable burst fracture of fourth thoracic vertebra, initial encounter for closed fracture",S22.042A,thoracic
trauma,"Unstable burst fracture of fourth thoracic vertebra, initial encounter for open fracture",S22.042B,thoracic
trauma,"Other fracture of fourth thoracic vertebra, initial encounter for closed fracture",S22.048A,thoracic
trauma,"Other fracture of fourth thoracic vertebra, initial encounter for open fracture",S22.048B,thoracic
trauma,"Unspecified fracture of fourth thoracic vertebra, initial encounter for closed fracture",S22.049A,thoracic
trauma,"Unspecified fracture of fourth thoracic vertebra, initial encounter for open fracture",S22.049B,thoracic
trauma,"Wedge compression fracture of T5-T6 vertebra, initial encounter for closed fracture",S22.050A,thoracic
trauma,"Wedge compression fracture of T5-T6 vertebra, initial encounter for open fracture",S22.050B,thoracic
trauma,"Stable burst fracture of T5-T6 vertebra, initial encounter for closed fracture",S22.051A,thoracic
trauma,"Stable burst fracture of T5-T6 vertebra, initial encounter for open fracture",S22.051B,thoracic
trauma,"Unstable burst fracture of T5-T6 vertebra, initial encounter for closed fracture",S22.052A,thoracic
trauma,"Unstable burst fracture of T5-T6 vertebra, initial encounter for open fracture",S22.052B,thoracic
trauma,"Other fracture of T5-T6 vertebra, initial encounter for closed fracture",S22.058A,thoracic
trauma,"Other fracture of T5-T6 vertebra, initial encounter for open fracture",S22.058B,thoracic
trauma,"Unspecified fracture of T5-T6 vertebra, initial encounter for closed fracture",S22.059A,thoracic
trauma,"Unspecified fracture of T5-T6 vertebra, initial encounter for open fracture",S22.059B,thoracic
trauma,"Wedge compression fracture of T7-T8 vertebra, initial encounter for closed fracture",S22.060A,thoracic
trauma,"Wedge compression fracture of T7-T8 vertebra, initial encounter for open fracture",S22.060B,thoracic
trauma,"Stable burst fracture of T7-T8 vertebra, initial encounter for closed fracture",S22.061A,thoracic
trauma,"Stable burst fracture of T7-T8 vertebra, initial encounter for open fracture",S22.061B,thoracic
trauma,"Unstable burst fracture of T7-T8 vertebra, initial encounter for closed fracture",S22.062A,thoracic
trauma,"Unstable burst fracture of T7-T8 vertebra, initial encounter for open fracture",S22.062B,thoracic
trauma,"Other fracture of T7-T8 thoracic vertebra, initial encounter for closed fracture",S22.068A,thoracic
trauma,"Other fracture of T7-T8 thoracic vertebra, initial encounter for open fracture",S22.068B,thoracic
trauma,"Unspecified fracture of T7-T8 vertebra, initial encounter for closed fracture",S22.069A,thoracic
trauma,"Unspecified fracture of T7-T8 vertebra, initial encounter for open fracture",S22.069B,thoracic
trauma,"Wedge compression fracture of T9-T10 vertebra, initial encounter for closed fracture",S22.070A,thoracic
trauma,"Wedge compression fracture of T9-T10 vertebra, initial encounter for open fracture",S22.070B,thoracic
trauma,"Stable burst fracture of T9-T10 vertebra, initial encounter for closed fracture",S22.071A,thoracic
trauma,"Stable burst fracture of T9-T10 vertebra, initial encounter for open fracture",S22.071B,thoracic
trauma,"Unstable burst fracture of T9-T10 vertebra, initial encounter for closed fracture",S22.072A,thoracic
trauma,"Unstable burst fracture of T9-T10 vertebra, initial encounter for open fracture",S22.072B,thoracic
trauma,"Other fracture of T9-T10 vertebra, initial encounter for closed fracture",S22.078A,thoracic
trauma,"Other fracture of T9-T10 vertebra, initial encounter for open fracture",S22.078B,thoracic
trauma,"Unspecified fracture of T9-T10 vertebra, initial encounter for closed fracture",S22.079A,thoracic
trauma,"Unspecified fracture of T9-T10 vertebra, initial encounter for open fracture",S22.079B,thoracic
trauma,"Wedge compression fracture of T11-T12 vertebra, initial encounter for closed fracture",S22.080A,thoracic
trauma,"Wedge compression fracture of T11-T12 vertebra, initial encounter for open fracture",S22.080B,thoracic
trauma,"Stable burst fracture of T11-T12 vertebra, initial encounter for closed fracture",S22.081A,thoracic
trauma,"Stable burst fracture of T11-T12 vertebra, initial encounter for open fracture",S22.081B,thoracic
trauma,"Unstable burst fracture of T11-T12 vertebra, initial encounter for closed fracture",S22.082A,thoracic
trauma,"Unstable burst fracture of T11-T12 vertebra, initial encounter for open fracture",S22.082B,thoracic
trauma,"Other fracture of T11-T12 vertebra, initial encounter for closed fracture",S22.088A,thoracic
trauma,"Other fracture of T11-T12 vertebra, initial encounter for open fracture",S22.088B,thoracic
trauma,"Unspecified fracture of T11-T12 vertebra, initial encounter for closed fracture",S22.089A,thoracic
trauma,"Unspecified fracture of T11-T12 vertebra, initial encounter for open fracture",S22.089B,thoracic
trauma,"Flail chest, initial encounter for closed fracture",S22.5XXA,unspecified
trauma,"Flail chest, initial encounter for open fracture",S22.5XXB,unspecified
trauma,"Fracture of bony thorax, part unspecified, initial encounter for closed fracture",S22.9XXA,unspecified
trauma,"Fracture of bony thorax, part unspecified, initial encounter for open fracture",S22.9XXB,unspecified
trauma,"Traumatic rupture of thoracic intervertebral disc, initial encounter",S23.0XXA,thoracic
trauma,"Subluxation of unspecified thoracic vertebra, initial encounter",S23.100A,thoracic
trauma,"Dislocation of unspecified thoracic vertebra, initial encounter",S23.101A,thoracic
trauma,"Subluxation of T1/T2 thoracic vertebra, initial encounter",S23.110A,thoracic
trauma,"Dislocation of T1/T2 thoracic vertebra, initial encounter",S23.111A,thoracic
trauma,"Subluxation of T2/T3 thoracic vertebra, initial encounter",S23.120A,thoracic
trauma,"Dislocation of T2/T3 thoracic vertebra, initial encounter",S23.121A,thoracic
trauma,"Subluxation of T3/T4 thoracic vertebra, initial encounter",S23.122A,thoracic
trauma,"Dislocation of T3/T4 thoracic vertebra, initial encounter",S23.123A,thoracic
trauma,"Subluxation of T4/T5 thoracic vertebra, initial encounter",S23.130A,thoracic
trauma,"Dislocation of T4/T5 thoracic vertebra, initial encounter",S23.131A,thoracic
trauma,"Subluxation of T5/T6 thoracic vertebra, initial encounter",S23.132A,thoracic
trauma,"Dislocation of T5/T6 thoracic vertebra, initial encounter",S23.133A,thoracic
trauma,"Subluxation of T6/T7 thoracic vertebra, initial encounter",S23.140A,thoracic
trauma,"Dislocation of T6/T7 thoracic vertebra, initial encounter",S23.141A,thoracic
trauma,"Subluxation of T7/T8 thoracic vertebra, initial encounter",S23.142A,thoracic
trauma,"Dislocation of T7/T8 thoracic vertebra, initial encounter",S23.143A,thoracic
trauma,"Subluxation of T8/T9 thoracic vertebra, initial encounter",S23.150A,thoracic
trauma,"Dislocation of T8/T9 thoracic vertebra, initial encounter",S23.151A,thoracic
trauma,"Subluxation of T9/T10 thoracic vertebra, initial encounter",S23.152A,thoracic
trauma,"Dislocation of T9/T10 thoracic vertebra, initial encounter",S23.153A,thoracic
trauma,"Subluxation of T10/T11 thoracic vertebra, initial encounter",S23.160A,thoracic
trauma,"Dislocation of T10/T11 thoracic vertebra, initial encounter",S23.161A,thoracic
trauma,"Subluxation of T11/T12 thoracic vertebra, initial encounter",S23.162A,thoracic
trauma,"Dislocation of T11/T12 thoracic vertebra, initial encounter",S23.163A,thoracic
trauma,"Subluxation of T12/L1 thoracic vertebra, initial encounter",S23.170A,thoracic
trauma,"Dislocation of T12/L1 thoracic vertebra, initial encounter",S23.171A,thoracic
trauma,"Dislocation of unspecified part of thorax, initial encounter",S23.20XA,unspecified
trauma,"Dislocation of other parts of thorax, initial encounter",S23.29XA,unspecified
trauma,"Sprain of ligaments of thoracic spine, initial encounter",S23.3XXA,thoracic
trauma,"Concussion and edema of thoracic spinal cord, initial encounter",S24.0XXA,thoracic
trauma,"Unspecified injury at T1 level of thoracic spinal cord, initial encounter",S24.101A,thoracic
trauma,"Unspecified injury at T2-T6 level of thoracic spinal cord, initial encounter",S24.102A,thoracic
trauma,"Unspecified injury at T7-T10 level of thoracic spinal cord, initial encounter",S24.103A,thoracic
trauma,"Unspecified injury at T11-T12 level of thoracic spinal cord, initial encounter",S24.104A,thoracic
trauma,"Unspecified injury at unspecified level of thoracic spinal cord, initial encounter",S24.109A,thoracic
trauma,"Complete lesion at T1 level of thoracic spinal cord, initial encounter",S24.111A,thoracic
trauma,"Complete lesion at T2-T6 level of thoracic spinal cord, initial encounter",S24.112A,thoracic
trauma,"Complete lesion at T7-T10 level of thoracic spinal cord, initial encounter",S24.113A,thoracic
trauma,"Complete lesion at T11-T12 level of thoracic spinal cord, initial encounter",S24.114A,thoracic
trauma,"Complete lesion at unspecified level of thoracic spinal cord, initial encounter",S24.119A,thoracic
trauma,"Anterior cord syndrome at T1 level of thoracic spinal cord, initial encounter",S24.131A,thoracic
trauma,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, initial encounter",S24.132A,thoracic
trauma,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, initial encounter",S24.133A,thoracic
trauma,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, initial encounter",S24.134A,thoracic
trauma,"Anterior cord syndrome at unspecified level of thoracic spinal cord, initial encounter",S24.139A,thoracic
trauma,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, initial encounter",S24.141A,thoracic
trauma,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, initial encounter",S24.142A,thoracic
trauma,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, initial encounter",S24.143A,thoracic
trauma,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, initial encounter",S24.144A,thoracic
trauma,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, initial encounter",S24.149A,thoracic
trauma,"Other incomplete lesion at T1 level of thoracic spinal cord, initial encounter",S24.151A,thoracic
trauma,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, initial encounter",S24.152A,thoracic
trauma,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, initial encounter",S24.153A,thoracic
trauma,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, initial encounter",S24.154A,thoracic
trauma,"Other incomplete lesion at unspecified level of thoracic spinal cord, initial encounter",S24.159A,thoracic
trauma,"Injury of nerve root of thoracic spine, initial encounter",S24.2XXA,thoracic
trauma,"Injury of thoracic sympathetic nervous system, initial encounter",S24.4XXA,thoracic
trauma,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.000A,lumbar
trauma,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.000B,lumbar
trauma,"Stable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.001A,lumbar
trauma,"Stable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.001B,lumbar
trauma,"Unstable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.002A,lumbar
trauma,"Unstable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.002B,lumbar
trauma,"Other fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.008A,lumbar
trauma,"Other fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.008B,lumbar
trauma,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.009A,lumbar
trauma,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.009B,lumbar
trauma,"Wedge compression fracture of first lumbar vertebra, initial encounter for closed fracture",S32.010A,lumbar
trauma,"Wedge compression fracture of first lumbar vertebra, initial encounter for open fracture",S32.010B,lumbar
trauma,"Stable burst fracture of first lumbar vertebra, initial encounter for closed fracture",S32.011A,lumbar
trauma,"Stable burst fracture of first lumbar vertebra, initial encounter for open fracture",S32.011B,lumbar
trauma,"Unstable burst fracture of first lumbar vertebra, initial encounter for closed fracture",S32.012A,lumbar
trauma,"Unstable burst fracture of first lumbar vertebra, initial encounter for open fracture",S32.012B,lumbar
trauma,"Other fracture of first lumbar vertebra, initial encounter for closed fracture",S32.018A,lumbar
trauma,"Other fracture of first lumbar vertebra, initial encounter for open fracture",S32.018B,lumbar
trauma,"Unspecified fracture of first lumbar vertebra, initial encounter for closed fracture",S32.019A,lumbar
trauma,"Unspecified fracture of first lumbar vertebra, initial encounter for open fracture",S32.019B,lumbar
trauma,"Wedge compression fracture of second lumbar vertebra, initial encounter for closed fracture",S32.020A,lumbar
trauma,"Wedge compression fracture of second lumbar vertebra, initial encounter for open fracture",S32.020B,lumbar
trauma,"Stable burst fracture of second lumbar vertebra, initial encounter for closed fracture",S32.021A,lumbar
trauma,"Stable burst fracture of second lumbar vertebra, initial encounter for open fracture",S32.021B,lumbar
trauma,"Unstable burst fracture of second lumbar vertebra, initial encounter for closed fracture",S32.022A,lumbar
trauma,"Unstable burst fracture of second lumbar vertebra, initial encounter for open fracture",S32.022B,lumbar
trauma,"Other fracture of second lumbar vertebra, initial encounter for closed fracture",S32.028A,lumbar
trauma,"Other fracture of second lumbar vertebra, initial encounter for open fracture",S32.028B,lumbar
trauma,"Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",S32.029A,lumbar
trauma,"Unspecified fracture of second lumbar vertebra, initial encounter for open fracture",S32.029B,lumbar
trauma,"Wedge compression fracture of third lumbar vertebra, initial encounter for closed fracture",S32.030A,lumbar
trauma,"Wedge compression fracture of third lumbar vertebra, initial encounter for open fracture",S32.030B,lumbar
trauma,"Stable burst fracture of third lumbar vertebra, initial encounter for closed fracture",S32.031A,lumbar
trauma,"Stable burst fracture of third lumbar vertebra, initial encounter for open fracture",S32.031B,lumbar
trauma,"Unstable burst fracture of third lumbar vertebra, initial encounter for closed fracture",S32.032A,lumbar
trauma,"Unstable burst fracture of third lumbar vertebra, initial encounter for open fracture",S32.032B,lumbar
trauma,"Other fracture of third lumbar vertebra, initial encounter for closed fracture",S32.038A,lumbar
trauma,"Other fracture of third lumbar vertebra, initial encounter for open fracture",S32.038B,lumbar
trauma,"Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture",S32.039A,lumbar
trauma,"Unspecified fracture of third lumbar vertebra, initial encounter for open fracture",S32.039B,lumbar
trauma,"Wedge compression fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.040A,lumbar
trauma,"Wedge compression fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.040B,lumbar
trauma,"Stable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.041A,lumbar
trauma,"Stable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.041B,lumbar
trauma,"Unstable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.042A,lumbar
trauma,"Unstable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.042B,lumbar
trauma,"Other fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.048A,lumbar
trauma,"Other fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.048B,lumbar
trauma,"Unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.049A,lumbar
trauma,"Unspecified fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.049B,lumbar
trauma,"Wedge compression fracture of fifth lumbar vertebra, initial encounter for closed fracture",S32.050A,lumbar
trauma,"Wedge compression fracture of fifth lumbar vertebra, initial encounter for open fracture",S32.050B,lumbar
trauma,"Stable burst fracture of fifth lumbar vertebra, initial encounter for closed fracture",S32.051A,lumbar
trauma,"Stable burst fracture of fifth lumbar vertebra, initial encounter for open fracture",S32.051B,lumbar
trauma,"Unstable burst fracture of fifth lumbar vertebra, initial encounter for closed fracture",S32.052A,lumbar
trauma,"Unstable burst fracture of fifth lumbar vertebra, initial encounter for open fracture",S32.052B,lumbar
trauma,"Other fracture of fifth lumbar vertebra, initial encounter for closed fracture",S32.058A,lumbar
trauma,"Other fracture of fifth lumbar vertebra, initial encounter for open fracture",S32.058B,lumbar
trauma,"Unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture",S32.059A,lumbar
trauma,"Unspecified fracture of fifth lumbar vertebra, initial encounter for open fracture",S32.059B,lumbar
trauma,"Unspecified fracture of sacrum, initial encounter for closed fracture",S32.10XA,sacral
trauma,"Unspecified fracture of sacrum, initial encounter for open fracture",S32.10XB,sacral
trauma,"Nondisplaced Zone I fracture of sacrum, initial encounter for closed fracture",S32.110A,sacral
trauma,"Nondisplaced Zone I fracture of sacrum, initial encounter for open fracture",S32.110B,sacral
trauma,"Minimally displaced Zone I fracture of sacrum, initial encounter for closed fracture",S32.111A,sacral
trauma,"Minimally displaced Zone I fracture of sacrum, initial encounter for open fracture",S32.111B,sacral
trauma,"Severely displaced Zone I fracture of sacrum, initial encounter for closed fracture",S32.112A,sacral
trauma,"Severely displaced Zone I fracture of sacrum, initial encounter for open fracture",S32.112B,sacral
trauma,"Unspecified Zone I fracture of sacrum, initial encounter for closed fracture",S32.119A,sacral
trauma,"Unspecified Zone I fracture of sacrum, initial encounter for open fracture",S32.119B,sacral
trauma,"Nondisplaced Zone II fracture of sacrum, initial encounter for closed fracture",S32.120A,sacral
trauma,"Nondisplaced Zone II fracture of sacrum, initial encounter for open fracture",S32.120B,sacral
trauma,"Minimally displaced Zone II fracture of sacrum, initial encounter for closed fracture",S32.121A,sacral
trauma,"Minimally displaced Zone II fracture of sacrum, initial encounter for open fracture",S32.121B,sacral
trauma,"Severely displaced Zone II fracture of sacrum, initial encounter for closed fracture",S32.122A,sacral
trauma,"Severely displaced Zone II fracture of sacrum, initial encounter for open fracture",S32.122B,sacral
trauma,"Unspecified Zone II fracture of sacrum, initial encounter for closed fracture",S32.129A,sacral
trauma,"Unspecified Zone II fracture of sacrum, initial encounter for open fracture",S32.129B,sacral
trauma,"Nondisplaced Zone III fracture of sacrum, initial encounter for closed fracture",S32.130A,sacral
trauma,"Nondisplaced Zone III fracture of sacrum, initial encounter for open fracture",S32.130B,sacral
trauma,"Minimally displaced Zone III fracture of sacrum, initial encounter for closed fracture",S32.131A,sacral
trauma,"Minimally displaced Zone III fracture of sacrum, initial encounter for open fracture",S32.131B,sacral
trauma,"Severely displaced Zone III fracture of sacrum, initial encounter for closed fracture",S32.132A,sacral
trauma,"Severely displaced Zone III fracture of sacrum, initial encounter for open fracture",S32.132B,sacral
trauma,"Unspecified Zone III fracture of sacrum, initial encounter for closed fracture",S32.139A,sacral
trauma,"Unspecified Zone III fracture of sacrum, initial encounter for open fracture",S32.139B,sacral
trauma,"Type 1 fracture of sacrum, initial encounter for closed fracture",S32.14XA,sacral
trauma,"Type 1 fracture of sacrum, initial encounter for open fracture",S32.14XB,sacral
trauma,"Type 2 fracture of sacrum, initial encounter for closed fracture",S32.15XA,sacral
trauma,"Type 2 fracture of sacrum, initial encounter for open fracture",S32.15XB,sacral
trauma,"Type 3 fracture of sacrum, initial encounter for closed fracture",S32.16XA,sacral
trauma,"Type 3 fracture of sacrum, initial encounter for open fracture",S32.16XB,sacral
trauma,"Type 4 fracture of sacrum, initial encounter for closed fracture",S32.17XA,sacral
trauma,"Type 4 fracture of sacrum, initial encounter for open fracture",S32.17XB,sacral
trauma,"Other fracture of sacrum, initial encounter for closed fracture",S32.19XA,sacral
trauma,"Other fracture of sacrum, initial encounter for open fracture",S32.19XB,sacral
trauma,"Fracture of coccyx, initial encounter for closed fracture",S32.2XXA,unspecified
trauma,"Fracture of coccyx, initial encounter for open fracture",S32.2XXB,unspecified
trauma,"Fracture of other parts of pelvis, initial encounter for closed fracture",S32.89XA,unspecified
trauma,"Fracture of other parts of pelvis, initial encounter for open fracture",S32.89XB,unspecified
trauma,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture",S32.9XXA,sacral
trauma,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for open fracture",S32.9XXB,sacral
trauma,"Traumatic rupture of lumbar intervertebral disc, initial encounter",S33.0XXA,lumbar
trauma,"Subluxation of unspecified lumbar vertebra, initial encounter",S33.100A,lumbar
trauma,"Dislocation of unspecified lumbar vertebra, initial encounter",S33.101A,lumbar
trauma,"Subluxation of L1/L2 lumbar vertebra, initial encounter",S33.110A,lumbar
trauma,"Dislocation of L1/L2 lumbar vertebra, initial encounter",S33.111A,lumbar
trauma,"Subluxation of L2/L3 lumbar vertebra, initial encounter",S33.120A,lumbar
trauma,"Dislocation of L2/L3 lumbar vertebra, initial encounter",S33.121A,lumbar
trauma,"Subluxation of L3/L4 lumbar vertebra, initial encounter",S33.130A,lumbar
trauma,"Dislocation of L3/L4 lumbar vertebra, initial encounter",S33.131A,lumbar
trauma,"Subluxation of L4/L5 lumbar vertebra, initial encounter",S33.140A,lumbar
trauma,"Dislocation of L4/L5 lumbar vertebra, initial encounter",S33.141A,lumbar
trauma,"Dislocation of sacroiliac and sacrococcygeal joint, initial encounter",S33.2XXA,sacral
trauma,"Dislocation of unspecified parts of lumbar spine and pelvis, initial encounter",S33.30XA,lumbar
trauma,"Dislocation of other parts of lumbar spine and pelvis, initial encounter",S33.39XA,lumbar
trauma,"Sprain of ligaments of lumbar spine, initial encounter",S33.5XXA,lumbar
trauma,"Sprain of other parts of lumbar spine and pelvis, initial encounter",S33.8XXA,lumbar
trauma,"Sprain of unspecified parts of lumbar spine and pelvis, initial encounter",S33.9XXA,lumbar
trauma,"Concussion and edema of lumbar spinal cord, initial encounter",S34.01XA,lumbar
trauma,"Concussion and edema of sacral spinal cord, initial encounter",S34.02XA,sacral
trauma,"Unspecified injury to L1 level of lumbar spinal cord, initial encounter",S34.101A,lumbar
trauma,"Unspecified injury to L2 level of lumbar spinal cord, initial encounter",S34.102A,lumbar
trauma,"Unspecified injury to L3 level of lumbar spinal cord, initial encounter",S34.103A,lumbar
trauma,"Unspecified injury to L4 level of lumbar spinal cord, initial encounter",S34.104A,lumbar
trauma,"Unspecified injury to L5 level of lumbar spinal cord, initial encounter",S34.105A,lumbar
