level,body_interspace,vertebral_number,approach,category,implant,object,side,x,y,length,width,angle,fusion,interbody_fusion,fixation_uiv_liv,left_x,superior_y,right_x,inferior_y,superior_vert_lateral_pars_x,lateral_tp_x,lateral_pars_x,superior_vert_inferior_pedicle_y,superior_lamina_y,inferior_lamina_y,inferior_pedicle_y,body_center_y,superior_tp_y,inferior_tp_y,inferior_facet_lateral_border_x,inferior_facet_superior_border_y,inferior_facet_inferior_border_y,inferior_facet_medial_border_x,inferior_endplate_y,superior_endplate_y,superior_endplate_inferior_body_y,inferior_endplate_superior_body_y,direction
C4,body,4,posterior,decompression,no,laminoplasty,left,0.48,0.831,,0.008,,no,no,no,0.484,0.826,0.492,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C5,body,5,posterior,decompression,no,laminoplasty,left,0.48,0.813,,0.008,,no,no,no,0.484,0.807,0.492,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C6,body,6,posterior,decompression,no,laminoplasty,left,0.48,0.795,,0.008,,no,no,no,0.484,0.789,0.492,0.779,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C7,body,7,posterior,decompression,no,laminoplasty,left,0.48,0.78,,0.008,,no,no,no,0.484,0.766,0.492,0.756,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
C2-C3,interspace,2.5,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.857,,0.008,,no,no,no,0.484,0.863,0.492,0.853,,,,,,,,,,,,,,,,,,,
C2-C3,interspace,2.5,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.857,,0.008,,no,no,no,0.508,0.863,0.516,0.853,,,,,,,,,,,,,,,,,,,
C3-C4,interspace,3.5,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.8385,,0.008,,no,no,no,0.484,0.845,0.492,0.835,,,,,,,,,,,,,,,,,,,
C3-C4,interspace,3.5,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.8385,,0.008,,no,no,no,0.508,0.845,0.516,0.835,,,,,,,,,,,,,,,,,,,
C4-C5,interspace,4.5,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.819,,0.008,,no,no,no,0.484,0.826,0.492,0.816,,,,,,,,,,,,,,,,,,,
C4-C5,interspace,4.5,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.819,,0.008,,no,no,no,0.508,0.826,0.516,0.816,,,,,,,,,,,,,,,,,,,
C5-C6,interspace,5.5,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.8005,,0.008,,no,no,no,0.484,0.807,0.492,0.797,,,,,,,,,,,,,,,,,,,
C5-C6,interspace,5.5,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.8005,,0.008,,no,no,no,0.508,0.807,0.516,0.797,,,,,,,,,,,,,,,,,,,
C6-C7,interspace,6.5,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.7825,,0.008,,no,no,no,0.484,0.789,0.492,0.779,,,,,,,,,,,,,,,,,,,
C6-C7,interspace,6.5,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.7825,,0.008,,no,no,no,0.508,0.789,0.516,0.779,,,,,,,,,,,,,,,,,,,
C7-T1,interspace,7.5,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.7595,,0.008,,no,no,no,0.484,0.766,0.492,0.756,,,,,,,,,,,,,,,,,,,
C7-T1,interspace,7.5,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.7595,,0.008,,no,no,no,0.508,0.766,0.516,0.756,,,,,,,,,,,,,,,,,,,
T1-T2,interspace,8.5,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.7345,,0.008,,no,no,no,0.484,0.742,0.492,0.732,,,,,,,,,,,,,,,,,,,
T1-T2,interspace,8.5,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.7345,,0.008,,no,no,no,0.508,0.742,0.516,0.732,,,,,,,,,,,,,,,,,,,
T2-T3,interspace,9.5,posterior,decompression,no,laminotomy,left,0.491,0.7115,,0.006,,no,no,no,0.488,0.72,0.494,0.705,,,,,,,,,,,,,,,,,,,
T2-T3,interspace,9.5,posterior,decompression,no,laminotomy,right,0.509,0.7115,,0.006,,no,no,no,0.506,0.72,0.512,0.705,,,,,,,,,,,,,,,,,,,
T3-T4,interspace,10.5,posterior,decompression,no,laminotomy,left,0.491,0.6845,,0.006,,no,no,no,0.488,0.692,0.494,0.677,,,,,,,,,,,,,,,,,,,
T3-T4,interspace,10.5,posterior,decompression,no,laminotomy,right,0.509,0.6845,,0.006,,no,no,no,0.506,0.692,0.512,0.677,,,,,,,,,,,,,,,,,,,
T4-T5,interspace,11.5,posterior,decompression,no,laminotomy,left,0.491,0.6575,,0.006,,no,no,no,0.488,0.667,0.494,0.647,,,,,,,,,,,,,,,,,,,
T4-T5,interspace,11.5,posterior,decompression,no,laminotomy,right,0.509,0.6575,,0.006,,no,no,no,0.506,0.667,0.512,0.647,,,,,,,,,,,,,,,,,,,
T5-T6,interspace,12.5,posterior,decompression,no,laminotomy,left,0.491,0.6265,,0.006,,no,no,no,0.488,0.634,0.494,0.614,,,,,,,,,,,,,,,,,,,
T5-T6,interspace,12.5,posterior,decompression,no,laminotomy,right,0.509,0.6265,,0.006,,no,no,no,0.506,0.634,0.512,0.614,,,,,,,,,,,,,,,,,,,
T6-T7,interspace,13.5,posterior,decompression,no,laminotomy,left,0.491,0.593,,0.006,,no,no,no,0.488,0.601,0.494,0.581,,,,,,,,,,,,,,,,,,,
T6-T7,interspace,13.5,posterior,decompression,no,laminotomy,right,0.509,0.593,,0.006,,no,no,no,0.506,0.601,0.512,0.581,,,,,,,,,,,,,,,,,,,
T7-T8,interspace,14.5,posterior,decompression,no,laminotomy,left,0.491,0.5635,,0.006,,no,no,no,0.488,0.571,0.494,0.551,,,,,,,,,,,,,,,,,,,
T7-T8,interspace,14.5,posterior,decompression,no,laminotomy,right,0.509,0.5635,,0.006,,no,no,no,0.506,0.571,0.512,0.551,,,,,,,,,,,,,,,,,,,
T8-T9,interspace,15.5,posterior,decompression,no,laminotomy,left,0.491,0.529,,0.006,,no,no,no,0.488,0.538,0.494,0.518,,,,,,,,,,,,,,,,,,,
T8-T9,interspace,15.5,posterior,decompression,no,laminotomy,right,0.509,0.529,,0.006,,no,no,no,0.506,0.538,0.512,0.518,,,,,,,,,,,,,,,,,,,
T9-T10,interspace,16.5,posterior,decompression,no,laminotomy,left,0.491,0.497,,0.006,,no,no,no,0.488,0.506,0.494,0.486,,,,,,,,,,,,,,,,,,,
T9-T10,interspace,16.5,posterior,decompression,no,laminotomy,right,0.509,0.497,,0.006,,no,no,no,0.506,0.506,0.512,0.486,,,,,,,,,,,,,,,,,,,
T10-T11,interspace,17.5,posterior,decompression,no,laminotomy,left,0.491,0.464,,0.006,,no,no,no,0.488,0.473,0.494,0.453,,,,,,,,,,,,,,,,,,,
T10-T11,interspace,17.5,posterior,decompression,no,laminotomy,right,0.509,0.464,,0.006,,no,no,no,0.506,0.473,0.512,0.453,,,,,,,,,,,,,,,,,,,
T11-T12,interspace,18.5,posterior,decompression,no,laminotomy,left,0.491,0.425,,0.006,,no,no,no,0.488,0.435,0.494,0.415,,,,,,,,,,,,,,,,,,,
T11-T12,interspace,18.5,posterior,decompression,no,laminotomy,right,0.509,0.425,,0.006,,no,no,no,0.506,0.435,0.512,0.415,,,,,,,,,,,,,,,,,,,
T12-L1,interspace,19.5,posterior,decompression,no,laminotomy,left,0.491,0.3845,,0.006,,no,no,no,0.488,0.393,0.494,0.373,,,,,,,,,,,,,,,,,,,
T12-L1,interspace,19.5,posterior,decompression,no,laminotomy,right,0.509,0.3845,,0.006,,no,no,no,0.506,0.393,0.512,0.373,,,,,,,,,,,,,,,,,,,
L1-L2,interspace,20.5,posterior,decompression,no,laminotomy,left,0.491,0.3505,,0.006,,no,no,no,0.488,0.359,0.494,0.339,,,,,,,,,,,,,,,,,,,
L1-L2,interspace,20.5,posterior,decompression,no,laminotomy,right,0.509,0.3505,,0.006,,no,no,no,0.506,0.359,0.512,0.339,,,,,,,,,,,,,,,,,,,
L2-L3,interspace,21.5,posterior,decompression,no,laminotomy,left,0.491,0.316,,0.006,,no,no,no,0.488,0.325,0.494,0.305,,,,,,,,,,,,,,,,,,,
L2-L3,interspace,21.5,posterior,decompression,no,laminotomy,right,0.509,0.316,,0.006,,no,no,no,0.506,0.325,0.512,0.305,,,,,,,,,,,,,,,,,,,
L3-L4,interspace,22.5,posterior,decompression,no,laminotomy,left,0.491,0.279,,0.006,,no,no,no,0.488,0.284,0.494,0.264,,,,,,,,,,,,,,,,,,,
L3-L4,interspace,22.5,posterior,decompression,no,laminotomy,right,0.509,0.279,,0.006,,no,no,no,0.506,0.284,0.512,0.264,,,,,,,,,,,,,,,,,,,
L4-L5,interspace,23.5,posterior,decompression,no,laminotomy,left,0.4895,0.2425,,0.009,,no,no,no,0.485,0.248,0.494,0.228,,,,,,,,,,,,,,,,,,,
L4-L5,interspace,23.5,posterior,decompression,no,laminotomy,right,0.5105,0.2425,,0.009,,no,no,no,0.506,0.248,0.515,0.228,,,,,,,,,,,,,,,,,,,
L5-S1,interspace,24.5,posterior,decompression,no,laminotomy,left,0.487,0.206,,0.014,,no,no,no,0.48,0.208,0.494,0.188,,,,,,,,,,,,,,,,,,,
L5-S1,interspace,24.5,posterior,decompression,no,laminotomy,right,0.513,0.206,,0.014,,no,no,no,0.506,0.208,0.52,0.188,,,,,,,,,,,,,,,,,,,
C1,body,1,posterior,implant,yes,lateral_mass_screw,left,0.475,0.88,0.5,0.75,75,yes,no,yes,,,,,,,,,,,,0.88,,,,,,,,,,,
C1,body,1,posterior,implant,yes,lateral_mass_screw,right,0.525,0.88,0.5,0.75,75,yes,no,yes,,,,,,,,,,,,0.88,,,,,,,,,,,
C3,body,3,posterior,implant,yes,lateral_mass_screw,left,0.481,0.847,0.5,0.75,120,yes,no,yes,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C3,body,3,posterior,implant,yes,lateral_mass_screw,right,0.519,0.847,0.5,0.75,120,yes,no,yes,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C4,body,4,posterior,implant,yes,lateral_mass_screw,left,0.481,0.828,0.5,0.75,120,yes,no,yes,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C4,body,4,posterior,implant,yes,lateral_mass_screw,right,0.519,0.828,0.5,0.75,120,yes,no,yes,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C5,body,5,posterior,implant,yes,lateral_mass_screw,left,0.481,0.81,0.5,0.75,120,yes,no,yes,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C5,body,5,posterior,implant,yes,lateral_mass_screw,right,0.519,0.81,0.5,0.75,120,yes,no,yes,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C6,body,6,posterior,implant,yes,lateral_mass_screw,left,0.482,0.793,0.5,0.75,120,yes,no,yes,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C6,body,6,posterior,implant,yes,lateral_mass_screw,right,0.518,0.793,0.5,0.75,120,yes,no,yes,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C7,body,7,posterior,implant,yes,lateral_mass_screw,left,0.482,0.775,0.5,0.75,120,yes,no,yes,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
C7,body,7,posterior,implant,yes,lateral_mass_screw,right,0.518,0.775,0.5,0.75,120,yes,no,yes,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
T1,body,8,posterior,interbody,yes,intervertebral_cage,central,0.5,0.747,,0.016,,yes,no,no,0.48,0.756,0.52,0.739,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,0.74,0.755,,,
T2,body,9,posterior,interbody,yes,intervertebral_cage,central,0.5,0.723,,0.017,,yes,no,no,0.48,0.732,0.52,0.716,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,0.72,0.735,,,
T3,body,10,posterior,interbody,yes,intervertebral_cage,central,0.5,0.701,,0.018,,yes,no,no,0.48,0.71,0.52,0.688,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,0.69,0.71,,,
T4,body,11,posterior,interbody,yes,intervertebral_cage,central,0.5,0.672,,0.018,,yes,no,no,0.48,0.684,0.52,0.66,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,0.665,0.68,,,
T5,body,12,posterior,interbody,yes,intervertebral_cage,central,0.5,0.643,,0.018,,yes,no,no,0.48,0.657,0.52,0.628,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,0.635,0.655,,,
T6,body,13,posterior,interbody,yes,intervertebral_cage,central,0.5,0.613,,0.018,,yes,no,no,0.48,0.625,0.52,0.596,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,0.6,0.625,,,
T7,body,14,posterior,interbody,yes,intervertebral_cage,central,0.5,0.583,,0.018,,yes,no,no,0.48,0.592,0.52,0.568,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,0.57,0.59,,,
T8,body,15,posterior,interbody,yes,intervertebral_cage,central,0.5,0.551,,0.018,,yes,no,no,0.48,0.564,0.52,0.532,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,0.54,0.56,,,
T9,body,16,posterior,interbody,yes,intervertebral_cage,central,0.5,0.52,,0.02,,yes,no,no,0.48,0.528,0.52,0.501,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,0.51,0.53,,,
T10,body,17,posterior,interbody,yes,intervertebral_cage,central,0.5,0.481,,0.023,,yes,no,no,0.482,0.494,0.518,0.467,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,0.475,0.5,,,
T11,body,18,posterior,interbody,yes,intervertebral_cage,central,0.5,0.447,,0.025,,yes,no,no,0.484,0.46,0.516,0.428,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,0.445,0.465,,,
T12,body,19,posterior,interbody,yes,intervertebral_cage,central,0.5,0.411,,0.027,,yes,no,no,0.484,0.427,0.516,0.393,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,0.41,0.44,,,
L1,body,20,posterior,interbody,yes,intervertebral_cage,central,0.5,0.375,,0.028,,yes,no,no,0.484,0.389,0.516,0.355,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,0.37,0.4,,,
L2,body,21,posterior,interbody,yes,intervertebral_cage,central,0.5,0.343,,0.029,,yes,no,no,0.482,0.353,0.518,0.32,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,0.33,0.36,,,
L3,body,22,posterior,interbody,yes,intervertebral_cage,central,0.5,0.301,,0.03,,yes,no,no,0.48,0.318,0.52,0.284,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,0.29,0.32,,,
L4,body,23,posterior,interbody,yes,intervertebral_cage,central,0.5,0.261,,0.03,,yes,no,no,0.478,0.276,0.522,0.248,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,0.25,0.28,,,
L5,body,24,posterior,interbody,yes,intervertebral_cage,central,0.5,0.228,,0.032,,yes,no,no,0.475,0.238,0.525,0.213,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,0.215,0.24,,,
Occiput,body,0,posterior,implant,yes,occipital_screw,left,0.49,0.905,0.5,0.75,90,yes,no,yes,,,,,,,,,,,,0.915,,,,,,,0.19,0.2,,,
Occiput,body,0,posterior,implant,yes,occipital_screw,right,0.51,0.905,0.5,0.75,90,yes,no,yes,,,,,,,,,,,,0.915,,,,,,,,,,,
C2,body,2,posterior,implant,yes,pars_screw,left,0.481,0.863,0.5,0.75,85,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C2,body,2,posterior,implant,yes,pars_screw,right,0.519,0.863,0.5,0.75,85,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
T1,body,8,posterior,implant,yes,pedicle_hook,left,0.475,0.754,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T1,body,8,posterior,implant,yes,pedicle_hook,right,0.525,0.754,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T2,body,9,posterior,implant,yes,pedicle_hook,left,0.475,0.73,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T2,body,9,posterior,implant,yes,pedicle_hook,right,0.525,0.73,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T3,body,10,posterior,implant,yes,pedicle_hook,left,0.475,0.709,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T3,body,10,posterior,implant,yes,pedicle_hook,right,0.525,0.709,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T4,body,11,posterior,implant,yes,pedicle_hook,left,0.475,0.679,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T4,body,11,posterior,implant,yes,pedicle_hook,right,0.525,0.679,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T5,body,12,posterior,implant,yes,pedicle_hook,left,0.475,0.653,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T5,body,12,posterior,implant,yes,pedicle_hook,right,0.525,0.653,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T6,body,13,posterior,implant,yes,pedicle_hook,left,0.475,0.623,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T6,body,13,posterior,implant,yes,pedicle_hook,right,0.525,0.623,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T7,body,14,posterior,implant,yes,pedicle_hook,left,0.475,0.591,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T7,body,14,posterior,implant,yes,pedicle_hook,right,0.525,0.591,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T8,body,15,posterior,implant,yes,pedicle_hook,left,0.475,0.561,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T8,body,15,posterior,implant,yes,pedicle_hook,right,0.525,0.561,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T9,body,16,posterior,implant,yes,pedicle_hook,left,0.475,0.529,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T9,body,16,posterior,implant,yes,pedicle_hook,right,0.525,0.529,,,,yes,no,yes,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T10,body,17,posterior,implant,yes,pedicle_hook,left,0.475,0.492,,,,yes,no,yes,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T10,body,17,posterior,implant,yes,pedicle_hook,right,0.525,0.492,,,,yes,no,yes,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T11,body,18,posterior,implant,yes,pedicle_hook,left,0.475,0.453,,,,yes,no,yes,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T11,body,18,posterior,implant,yes,pedicle_hook,right,0.525,0.453,,,,yes,no,yes,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T12,body,19,posterior,implant,yes,pedicle_hook,left,0.475,0.423,,,,yes,no,yes,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
T12,body,19,posterior,implant,yes,pedicle_hook,right,0.525,0.423,,,,yes,no,yes,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
C2,body,2,posterior,implant,yes,pedicle_screw,left,0.475,0.866,0.8,0.75,20,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C2,body,2,posterior,implant,yes,pedicle_screw,right,0.525,0.866,0.8,0.75,20,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C3,body,3,posterior,implant,yes,pedicle_screw,left,0.475,0.848,0.8,0.75,10,yes,no,yes,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C3,body,3,posterior,implant,yes,pedicle_screw,right,0.525,0.848,0.8,0.75,10,yes,no,yes,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C4,body,4,posterior,implant,yes,pedicle_screw,left,0.475,0.831,0.8,0.75,5,yes,no,yes,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C4,body,4,posterior,implant,yes,pedicle_screw,right,0.525,0.831,0.8,0.75,5,yes,no,yes,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C5,body,5,posterior,implant,yes,pedicle_screw,left,0.475,0.813,0.8,0.75,0,yes,no,yes,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C5,body,5,posterior,implant,yes,pedicle_screw,right,0.525,0.813,0.8,0.75,0,yes,no,yes,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C6,body,6,posterior,implant,yes,pedicle_screw,left,0.475,0.795,0.8,0.75,-5,yes,no,yes,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C6,body,6,posterior,implant,yes,pedicle_screw,right,0.525,0.795,0.8,0.75,-5,yes,no,yes,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C7,body,7,posterior,implant,yes,pedicle_screw,left,0.475,0.78,0.8,0.75,-10,yes,no,yes,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
C7,body,7,posterior,implant,yes,pedicle_screw,right,0.525,0.78,0.8,0.75,-10,yes,no,yes,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
T1,body,8,posterior,implant,yes,pedicle_screw,left,0.475,0.754,0.8,0.75,-14,yes,no,yes,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T1,body,8,posterior,implant,yes,pedicle_screw,right,0.525,0.754,0.8,0.75,-14,yes,no,yes,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T2,body,9,posterior,implant,yes,pedicle_screw,left,0.475,0.73,0.8,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T2,body,9,posterior,implant,yes,pedicle_screw,right,0.525,0.73,0.8,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T3,body,10,posterior,implant,yes,pedicle_screw,left,0.475,0.709,0.8,0.75,-14,yes,no,yes,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T3,body,10,posterior,implant,yes,pedicle_screw,right,0.525,0.709,0.8,0.75,-14,yes,no,yes,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T4,body,11,posterior,implant,yes,pedicle_screw,left,0.475,0.679,0.8,0.75,-12,yes,no,yes,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T4,body,11,posterior,implant,yes,pedicle_screw,right,0.525,0.679,0.8,0.75,-12,yes,no,yes,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T5,body,12,posterior,implant,yes,pedicle_screw,left,0.475,0.653,0.8,1,-10,yes,no,yes,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T5,body,12,posterior,implant,yes,pedicle_screw,right,0.525,0.653,0.8,1,-10,yes,no,yes,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T6,body,13,posterior,implant,yes,pedicle_screw,left,0.475,0.623,0.8,1,-8,yes,no,yes,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T6,body,13,posterior,implant,yes,pedicle_screw,right,0.525,0.623,0.8,1,-8,yes,no,yes,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T7,body,14,posterior,implant,yes,pedicle_screw,left,0.475,0.591,0.8,1,-6,yes,no,yes,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T7,body,14,posterior,implant,yes,pedicle_screw,right,0.525,0.591,0.8,1,-6,yes,no,yes,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T8,body,15,posterior,implant,yes,pedicle_screw,left,0.475,0.561,0.8,1,-4,yes,no,yes,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
