level,vertebral_number,body_interspace,approach,category,implant,object,side,x,y,fusion,interbody_fusion,fixation_uiv_liv,direction,object_id
T9,16,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.494,yes,no,yes,,T9_left_laminar_upgoing_hook_1
T9,16,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.494,yes,no,yes,,T9_right_laminar_upgoing_hook_1
T10,17,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.461,yes,no,yes,,T10_left_laminar_upgoing_hook_1
T10,17,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.461,yes,no,yes,,T10_right_laminar_upgoing_hook_1
T11,18,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.421,yes,no,yes,,T11_left_laminar_upgoing_hook_1
T11,18,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.421,yes,no,yes,,T11_right_laminar_upgoing_hook_1
T12,19,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.382,yes,no,yes,,T12_left_laminar_upgoing_hook_1
T12,19,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.382,yes,no,yes,,T12_right_laminar_upgoing_hook_1
L1,20,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.348,yes,no,yes,,L1_left_laminar_upgoing_hook_1
L1,20,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.348,yes,no,yes,,L1_right_laminar_upgoing_hook_1
L2,21,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.313,yes,no,yes,,L2_left_laminar_upgoing_hook_1
L2,21,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.313,yes,no,yes,,L2_right_laminar_upgoing_hook_1
L3,22,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.28,yes,no,yes,,L3_left_laminar_upgoing_hook_1
L3,22,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.28,yes,no,yes,,L3_right_laminar_upgoing_hook_1
L4,23,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.243,yes,no,yes,,L4_left_laminar_upgoing_hook_1
L4,23,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.243,yes,no,yes,,L4_right_laminar_upgoing_hook_1
L5,24,body,posterior,implant,yes,laminar_upgoing_hook,left,0.48,0.21,yes,no,yes,,L5_left_laminar_upgoing_hook_1
L5,24,body,posterior,implant,yes,laminar_upgoing_hook,right,0.52,0.21,yes,no,yes,,L5_right_laminar_upgoing_hook_1
C1,1,body,posterior,decompression,no,laminectomy,central,0.5,0.8785,no,no,no,,C1_central_laminectomy_1
C2,2,body,posterior,decompression,no,laminectomy,central,0.5,0.8585,no,no,no,,C2_central_laminectomy_1
C3,3,body,posterior,decompression,no,laminectomy,central,0.5,0.8405,no,no,no,,C3_central_laminectomy_1
C4,4,body,posterior,decompression,no,laminectomy,central,0.5,0.8215,no,no,no,,C4_central_laminectomy_1
C5,5,body,posterior,decompression,no,laminectomy,central,0.5,0.8025,no,no,no,,C5_central_laminectomy_1
C6,6,body,posterior,decompression,no,laminectomy,central,0.5,0.7915,no,no,no,,C6_central_laminectomy_1
C7,7,body,posterior,decompression,no,laminectomy,central,0.5,0.77,no,no,no,,C7_central_laminectomy_1
T1,8,body,posterior,decompression,no,laminectomy,central,0.5,0.749,no,no,no,,T1_central_laminectomy_1
T2,9,body,posterior,decompression,no,laminectomy,central,0.5,0.726,no,no,no,,T2_central_laminectomy_1
T3,10,body,posterior,decompression,no,laminectomy,central,0.5,0.7015,no,no,no,,T3_central_laminectomy_1
T4,11,body,posterior,decompression,no,laminectomy,central,0.5,0.6735,no,no,no,,T4_central_laminectomy_1
T5,12,body,posterior,decompression,no,laminectomy,central,0.5,0.643,no,no,no,,T5_central_laminectomy_1
T6,13,body,posterior,decompression,no,laminectomy,central,0.5,0.6115,no,no,no,,T6_central_laminectomy_1
T7,14,body,posterior,decompression,no,laminectomy,central,0.5,0.5805,no,no,no,,T7_central_laminectomy_1
T8,15,body,posterior,decompression,no,laminectomy,central,0.5,0.5475,no,no,no,,T8_central_laminectomy_1
T9,16,body,posterior,decompression,no,laminectomy,central,0.5,0.5135,no,no,no,,T9_central_laminectomy_1
T10,17,body,posterior,decompression,no,laminectomy,central,0.5,0.4815,no,no,no,,T10_central_laminectomy_1
T11,18,body,posterior,decompression,no,laminectomy,central,0.5,0.445,no,no,no,,T11_central_laminectomy_1
T12,19,body,posterior,decompression,no,laminectomy,central,0.5,0.405,no,no,no,,T12_central_laminectomy_1
L1,20,body,posterior,decompression,no,laminectomy,central,0.5,0.3685,no,no,no,,L1_central_laminectomy_1
L2,21,body,posterior,decompression,no,laminectomy,central,0.5,0.333,no,no,no,,L2_central_laminectomy_1
L3,22,body,posterior,decompression,no,laminectomy,central,0.5,0.296,no,no,no,,L3_central_laminectomy_1
L4,23,body,posterior,decompression,no,laminectomy,central,0.5,0.2595,no,no,no,,L4_central_laminectomy_1
L5,24,body,posterior,decompression,no,laminectomy,central,0.5,0.225,no,no,no,,L5_central_laminectomy_1
C2,2,body,posterior,decompression,no,laminoplasty,left,0.48,0.866,no,no,no,,C2_left_laminoplasty_1
C3,3,body,posterior,decompression,no,laminoplasty,left,0.48,0.848,no,no,no,,C3_left_laminoplasty_1
C4,4,body,posterior,decompression,no,laminoplasty,left,0.48,0.831,no,no,no,,C4_left_laminoplasty_1
C5,5,body,posterior,decompression,no,laminoplasty,left,0.48,0.813,no,no,no,,C5_left_laminoplasty_1
C6,6,body,posterior,decompression,no,laminoplasty,left,0.48,0.795,no,no,no,,C6_left_laminoplasty_1
C7,7,body,posterior,decompression,no,laminoplasty,left,0.48,0.78,no,no,no,,C7_left_laminoplasty_1
C2-C3,2.5,interspace,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.857,no,no,no,,C2-C3_left_cervical_foraminotomy_1
C2-C3,2.5,interspace,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.857,no,no,no,,C2-C3_right_cervical_foraminotomy_1
C3-C4,3.5,interspace,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.8385,no,no,no,,C3-C4_left_cervical_foraminotomy_1
C3-C4,3.5,interspace,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.8385,no,no,no,,C3-C4_right_cervical_foraminotomy_1
C4-C5,4.5,interspace,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.819,no,no,no,,C4-C5_left_cervical_foraminotomy_1
C4-C5,4.5,interspace,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.819,no,no,no,,C4-C5_right_cervical_foraminotomy_1
C5-C6,5.5,interspace,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.8005,no,no,no,,C5-C6_left_cervical_foraminotomy_1
C5-C6,5.5,interspace,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.8005,no,no,no,,C5-C6_right_cervical_foraminotomy_1
C6-C7,6.5,interspace,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.7825,no,no,no,,C6-C7_left_cervical_foraminotomy_1
C6-C7,6.5,interspace,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.7825,no,no,no,,C6-C7_right_cervical_foraminotomy_1
C7-T1,7.5,interspace,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.7595,no,no,no,,C7-T1_left_cervical_foraminotomy_1
C7-T1,7.5,interspace,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.7595,no,no,no,,C7-T1_right_cervical_foraminotomy_1
T1-T2,8.5,interspace,posterior,decompression,no,cervical_foraminotomy,left,0.491,0.7345,no,no,no,,T1-T2_left_cervical_foraminotomy_1
T1-T2,8.5,interspace,posterior,decompression,no,cervical_foraminotomy,right,0.509,0.7345,no,no,no,,T1-T2_right_cervical_foraminotomy_1
T2-T3,9.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.7115,no,no,no,,T2-T3_left_laminotomy_1
T2-T3,9.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.7115,no,no,no,,T2-T3_right_laminotomy_1
T3-T4,10.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.6845,no,no,no,,T3-T4_left_laminotomy_1
T3-T4,10.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.6845,no,no,no,,T3-T4_right_laminotomy_1
T4-T5,11.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.6575,no,no,no,,T4-T5_left_laminotomy_1
T4-T5,11.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.6575,no,no,no,,T4-T5_right_laminotomy_1
T5-T6,12.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.6265,no,no,no,,T5-T6_left_laminotomy_1
T5-T6,12.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.6265,no,no,no,,T5-T6_right_laminotomy_1
T6-T7,13.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.593,no,no,no,,T6-T7_left_laminotomy_1
T6-T7,13.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.593,no,no,no,,T6-T7_right_laminotomy_1
T7-T8,14.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.5635,no,no,no,,T7-T8_left_laminotomy_1
T7-T8,14.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.5635,no,no,no,,T7-T8_right_laminotomy_1
T8-T9,15.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.529,no,no,no,,T8-T9_left_laminotomy_1
T8-T9,15.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.529,no,no,no,,T8-T9_right_laminotomy_1
T9-T10,16.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.497,no,no,no,,T9-T10_left_laminotomy_1
T9-T10,16.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.497,no,no,no,,T9-T10_right_laminotomy_1
T10-T11,17.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.464,no,no,no,,T10-T11_left_laminotomy_1
T10-T11,17.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.464,no,no,no,,T10-T11_right_laminotomy_1
T11-T12,18.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.425,no,no,no,,T11-T12_left_laminotomy_1
T11-T12,18.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.425,no,no,no,,T11-T12_right_laminotomy_1
T12-L1,19.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.3845,no,no,no,,T12-L1_left_laminotomy_1
T12-L1,19.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.3845,no,no,no,,T12-L1_right_laminotomy_1
L1-L2,20.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.3505,no,no,no,,L1-L2_left_laminotomy_1
L1-L2,20.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.3505,no,no,no,,L1-L2_right_laminotomy_1
L2-L3,21.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.316,no,no,no,,L2-L3_left_laminotomy_1
L2-L3,21.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.316,no,no,no,,L2-L3_right_laminotomy_1
L3-L4,22.5,interspace,posterior,decompression,no,laminotomy,left,0.491,0.279,no,no,no,,L3-L4_left_laminotomy_1
L3-L4,22.5,interspace,posterior,decompression,no,laminotomy,right,0.509,0.279,no,no,no,,L3-L4_right_laminotomy_1
L4-L5,23.5,interspace,posterior,decompression,no,laminotomy,left,0.4895,0.2425,no,no,no,,L4-L5_left_laminotomy_1
L4-L5,23.5,interspace,posterior,decompression,no,laminotomy,right,0.5105,0.2425,no,no,no,,L4-L5_right_laminotomy_1
L5-S1,24.5,interspace,posterior,decompression,no,laminotomy,left,0.487,0.206,no,no,no,,L5-S1_left_laminotomy_1
L5-S1,24.5,interspace,posterior,decompression,no,laminotomy,right,0.513,0.206,no,no,no,,L5-S1_right_laminotomy_1
C1,1,body,posterior,implant,yes,lateral_mass_screw,left,0.475,0.88,yes,no,yes,,C1_left_lateral_mass_screw_1
C1,1,body,posterior,implant,yes,lateral_mass_screw,right,0.525,0.88,yes,no,yes,,C1_right_lateral_mass_screw_1
C3,3,body,posterior,implant,yes,lateral_mass_screw,left,0.481,0.847,yes,no,yes,,C3_left_lateral_mass_screw_1
C3,3,body,posterior,implant,yes,lateral_mass_screw,right,0.519,0.847,yes,no,yes,,C3_right_lateral_mass_screw_1
C4,4,body,posterior,implant,yes,lateral_mass_screw,left,0.481,0.828,yes,no,yes,,C4_left_lateral_mass_screw_1
C4,4,body,posterior,implant,yes,lateral_mass_screw,right,0.519,0.828,yes,no,yes,,C4_right_lateral_mass_screw_1
C5,5,body,posterior,implant,yes,lateral_mass_screw,left,0.481,0.81,yes,no,yes,,C5_left_lateral_mass_screw_1
C5,5,body,posterior,implant,yes,lateral_mass_screw,right,0.519,0.81,yes,no,yes,,C5_right_lateral_mass_screw_1
C6,6,body,posterior,implant,yes,lateral_mass_screw,left,0.482,0.793,yes,no,yes,,C6_left_lateral_mass_screw_1
C6,6,body,posterior,implant,yes,lateral_mass_screw,right,0.518,0.793,yes,no,yes,,C6_right_lateral_mass_screw_1
C7,7,body,posterior,implant,yes,lateral_mass_screw,left,0.482,0.775,yes,no,yes,,C7_left_lateral_mass_screw_1
C7,7,body,posterior,implant,yes,lateral_mass_screw,right,0.518,0.775,yes,no,yes,,C7_right_lateral_mass_screw_1
T1,8,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.747,yes,no,no,,T1_central_intervertebral_cage_1
T2,9,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.723,yes,no,no,,T2_central_intervertebral_cage_1
T3,10,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.701,yes,no,no,,T3_central_intervertebral_cage_1
T4,11,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.672,yes,no,no,,T4_central_intervertebral_cage_1
T5,12,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.643,yes,no,no,,T5_central_intervertebral_cage_1
T6,13,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.613,yes,no,no,,T6_central_intervertebral_cage_1
T7,14,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.583,yes,no,no,,T7_central_intervertebral_cage_1
T8,15,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.551,yes,no,no,,T8_central_intervertebral_cage_1
T9,16,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.52,yes,no,no,,T9_central_intervertebral_cage_1
T10,17,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.481,yes,no,no,,T10_central_intervertebral_cage_1
T11,18,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.447,yes,no,no,,T11_central_intervertebral_cage_1
T12,19,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.411,yes,no,no,,T12_central_intervertebral_cage_1
L1,20,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.375,yes,no,no,,L1_central_intervertebral_cage_1
L2,21,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.343,yes,no,no,,L2_central_intervertebral_cage_1
L3,22,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.301,yes,no,no,,L3_central_intervertebral_cage_1
L4,23,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.261,yes,no,no,,L4_central_intervertebral_cage_1
L5,24,body,posterior,interbody,yes,intervertebral_cage,central,0.5,0.228,yes,no,no,,L5_central_intervertebral_cage_1
Occiput,0,body,posterior,implant,yes,occipital_screw,left,0.49,0.905,yes,no,yes,,Occiput_left_occipital_screw_1
Occiput,0,body,posterior,implant,yes,occipital_screw,right,0.51,0.905,yes,no,yes,,Occiput_right_occipital_screw_1
C2,2,body,posterior,implant,yes,pars_screw,left,0.481,0.863,yes,no,yes,,C2_left_pars_screw_1
C2,2,body,posterior,implant,yes,pars_screw,right,0.519,0.863,yes,no,yes,,C2_right_pars_screw_1
T1,8,body,posterior,implant,yes,pedicle_hook,left,0.475,0.754,yes,no,yes,,T1_left_pedicle_hook_1
T1,8,body,posterior,implant,yes,pedicle_hook,right,0.525,0.754,yes,no,yes,,T1_right_pedicle_hook_1
T2,9,body,posterior,implant,yes,pedicle_hook,left,0.475,0.73,yes,no,yes,,T2_left_pedicle_hook_1
T2,9,body,posterior,implant,yes,pedicle_hook,right,0.525,0.73,yes,no,yes,,T2_right_pedicle_hook_1
T3,10,body,posterior,implant,yes,pedicle_hook,left,0.475,0.709,yes,no,yes,,T3_left_pedicle_hook_1
T3,10,body,posterior,implant,yes,pedicle_hook,right,0.525,0.709,yes,no,yes,,T3_right_pedicle_hook_1
T4,11,body,posterior,implant,yes,pedicle_hook,left,0.475,0.679,yes,no,yes,,T4_left_pedicle_hook_1
T4,11,body,posterior,implant,yes,pedicle_hook,right,0.525,0.679,yes,no,yes,,T4_right_pedicle_hook_1
T5,12,body,posterior,implant,yes,pedicle_hook,left,0.475,0.653,yes,no,yes,,T5_left_pedicle_hook_1
T5,12,body,posterior,implant,yes,pedicle_hook,right,0.525,0.653,yes,no,yes,,T5_right_pedicle_hook_1
T6,13,body,posterior,implant,yes,pedicle_hook,left,0.475,0.623,yes,no,yes,,T6_left_pedicle_hook_1
T6,13,body,posterior,implant,yes,pedicle_hook,right,0.525,0.623,yes,no,yes,,T6_right_pedicle_hook_1
T7,14,body,posterior,implant,yes,pedicle_hook,left,0.475,0.591,yes,no,yes,,T7_left_pedicle_hook_1
T7,14,body,posterior,implant,yes,pedicle_hook,right,0.525,0.591,yes,no,yes,,T7_right_pedicle_hook_1
T8,15,body,posterior,implant,yes,pedicle_hook,left,0.475,0.561,yes,no,yes,,T8_left_pedicle_hook_1
T8,15,body,posterior,implant,yes,pedicle_hook,right,0.525,0.561,yes,no,yes,,T8_right_pedicle_hook_1
T9,16,body,posterior,implant,yes,pedicle_hook,left,0.475,0.529,yes,no,yes,,T9_left_pedicle_hook_1
T9,16,body,posterior,implant,yes,pedicle_hook,right,0.525,0.529,yes,no,yes,,T9_right_pedicle_hook_1
T10,17,body,posterior,implant,yes,pedicle_hook,left,0.475,0.492,yes,no,yes,,T10_left_pedicle_hook_1
T10,17,body,posterior,implant,yes,pedicle_hook,right,0.525,0.492,yes,no,yes,,T10_right_pedicle_hook_1
T11,18,body,posterior,implant,yes,pedicle_hook,left,0.475,0.453,yes,no,yes,,T11_left_pedicle_hook_1
T11,18,body,posterior,implant,yes,pedicle_hook,right,0.525,0.453,yes,no,yes,,T11_right_pedicle_hook_1
T12,19,body,posterior,implant,yes,pedicle_hook,left,0.475,0.423,yes,no,yes,,T12_left_pedicle_hook_1
T12,19,body,posterior,implant,yes,pedicle_hook,right,0.525,0.423,yes,no,yes,,T12_right_pedicle_hook_1
C2,2,body,posterior,implant,yes,pedicle_screw,left,0.475,0.866,yes,no,yes,,C2_left_pedicle_screw_1
C2,2,body,posterior,implant,yes,pedicle_screw,right,0.525,0.866,yes,no,yes,,C2_right_pedicle_screw_1
C3,3,body,posterior,implant,yes,pedicle_screw,left,0.475,0.848,yes,no,yes,,C3_left_pedicle_screw_1
C3,3,body,posterior,implant,yes,pedicle_screw,right,0.525,0.848,yes,no,yes,,C3_right_pedicle_screw_1
C4,4,body,posterior,implant,yes,pedicle_screw,left,0.475,0.831,yes,no,yes,,C4_left_pedicle_screw_1
C4,4,body,posterior,implant,yes,pedicle_screw,right,0.525,0.831,yes,no,yes,,C4_right_pedicle_screw_1
C5,5,body,posterior,implant,yes,pedicle_screw,left,0.475,0.813,yes,no,yes,,C5_left_pedicle_screw_1
C5,5,body,posterior,implant,yes,pedicle_screw,right,0.525,0.813,yes,no,yes,,C5_right_pedicle_screw_1
C6,6,body,posterior,implant,yes,pedicle_screw,left,0.475,0.795,yes,no,yes,,C6_left_pedicle_screw_1
C6,6,body,posterior,implant,yes,pedicle_screw,right,0.525,0.795,yes,no,yes,,C6_right_pedicle_screw_1
C7,7,body,posterior,implant,yes,pedicle_screw,left,0.475,0.78,yes,no,yes,,C7_left_pedicle_screw_1
C7,7,body,posterior,implant,yes,pedicle_screw,right,0.525,0.78,yes,no,yes,,C7_right_pedicle_screw_1
T1,8,body,posterior,implant,yes,pedicle_screw,left,0.475,0.754,yes,no,yes,,T1_left_pedicle_screw_1
T1,8,body,posterior,implant,yes,pedicle_screw,right,0.525,0.754,yes,no,yes,,T1_right_pedicle_screw_1
T2,9,body,posterior,implant,yes,pedicle_screw,left,0.475,0.73,yes,no,yes,,T2_left_pedicle_screw_1
T2,9,body,posterior,implant,yes,pedicle_screw,right,0.525,0.73,yes,no,yes,,T2_right_pedicle_screw_1
T3,10,body,posterior,implant,yes,pedicle_screw,left,0.475,0.709,yes,no,yes,,T3_left_pedicle_screw_1
T3,10,body,posterior,implant,yes,pedicle_screw,right,0.525,0.709,yes,no,yes,,T3_right_pedicle_screw_1
T4,11,body,posterior,implant,yes,pedicle_screw,left,0.475,0.679,yes,no,yes,,T4_left_pedicle_screw_1
T4,11,body,posterior,implant,yes,pedicle_screw,right,0.525,0.679,yes,no,yes,,T4_right_pedicle_screw_1
T5,12,body,posterior,implant,yes,pedicle_screw,left,0.475,0.653,yes,no,yes,,T5_left_pedicle_screw_1
T5,12,body,posterior,implant,yes,pedicle_screw,right,0.525,0.653,yes,no,yes,,T5_right_pedicle_screw_1
T6,13,body,posterior,implant,yes,pedicle_screw,left,0.475,0.623,yes,no,yes,,T6_left_pedicle_screw_1
T6,13,body,posterior,implant,yes,pedicle_screw,right,0.525,0.623,yes,no,yes,,T6_right_pedicle_screw_1
T7,14,body,posterior,implant,yes,pedicle_screw,left,0.475,0.591,yes,no,yes,,T7_left_pedicle_screw_1
T7,14,body,posterior,implant,yes,pedicle_screw,right,0.525,0.591,yes,no,yes,,T7_right_pedicle_screw_1
T8,15,body,posterior,implant,yes,pedicle_screw,left,0.475,0.561,yes,no,yes,,T8_left_pedicle_screw_1
T8,15,body,posterior,implant,yes,pedicle_screw,right,0.525,0.561,yes,no,yes,,T8_right_pedicle_screw_1
T9,16,body,posterior,implant,yes,pedicle_screw,left,0.475,0.529,yes,no,yes,,T9_left_pedicle_screw_1
T9,16,body,posterior,implant,yes,pedicle_screw,right,0.525,0.529,yes,no,yes,,T9_right_pedicle_screw_1
T10,17,body,posterior,implant,yes,pedicle_screw,left,0.475,0.492,yes,no,yes,,T10_left_pedicle_screw_1
T10,17,body,posterior,implant,yes,pedicle_screw,right,0.525,0.492,yes,no,yes,,T10_right_pedicle_screw_1
T11,18,body,posterior,implant,yes,pedicle_screw,left,0.475,0.453,yes,no,yes,,T11_left_pedicle_screw_1
T11,18,body,posterior,implant,yes,pedicle_screw,right,0.525,0.453,yes,no,yes,,T11_right_pedicle_screw_1
T12,19,body,posterior,implant,yes,pedicle_screw,left,0.475,0.423,yes,no,yes,,T12_left_pedicle_screw_1
T12,19,body,posterior,implant,yes,pedicle_screw,right,0.525,0.423,yes,no,yes,,T12_right_pedicle_screw_1
L1,20,body,posterior,implant,yes,pedicle_screw,left,0.4725,0.384,yes,no,yes,,L1_left_pedicle_screw_1
L1,20,body,posterior,implant,yes,pedicle_screw,right,0.5275,0.384,yes,no,yes,,L1_right_pedicle_screw_1
L2,21,body,posterior,implant,yes,pedicle_screw,left,0.47,0.352,yes,no,yes,,L2_left_pedicle_screw_1
L2,21,body,posterior,implant,yes,pedicle_screw,right,0.53,0.352,yes,no,yes,,L2_right_pedicle_screw_1
L3,22,body,posterior,implant,yes,pedicle_screw,left,0.4675,0.311,yes,no,yes,,L3_left_pedicle_screw_1
L3,22,body,posterior,implant,yes,pedicle_screw,right,0.5325,0.311,yes,no,yes,,L3_right_pedicle_screw_1
L4,23,body,posterior,implant,yes,pedicle_screw,left,0.465,0.272,yes,no,yes,,L4_left_pedicle_screw_1
L4,23,body,posterior,implant,yes,pedicle_screw,right,0.535,0.272,yes,no,yes,,L4_right_pedicle_screw_1
L5,24,body,posterior,implant,yes,pedicle_screw,left,0.4625,0.235,yes,no,yes,,L5_left_pedicle_screw_1
L5,24,body,posterior,implant,yes,pedicle_screw,right,0.5375,0.235,yes,no,yes,,L5_right_pedicle_screw_1
S1,25,body,posterior,implant,yes,pedicle_screw,left,0.46,0.204,yes,no,yes,,S1_left_pedicle_screw_1
S1,25,body,posterior,implant,yes,pedicle_screw,right,0.54,0.204,yes,no,yes,,S1_right_pedicle_screw_1
Iliac,26,body,posterior,implant,yes,pelvic_screw_1,left,0.447,0.18,yes,no,yes,,Iliac_left_pelvic_screw_1_1
Iliac_2,26.5,body,posterior,implant,yes,pelvic_screw_2,left,0.441,0.199,yes,no,yes,,Iliac_left_pelvic_screw_2_1
Iliac,26,body,posterior,implant,yes,pelvic_screw_1,right,0.553,0.18,yes,no,yes,,Iliac_right_pelvic_screw_1_1
Iliac_2,26.5,body,posterior,implant,yes,pelvic_screw_2,right,0.559,0.199,yes,no,yes,,Iliac_right_pelvic_screw_2_1
S2AI,27,body,posterior,implant,yes,pelvic_screw_1,left,0.466,0.166,yes,no,yes,,S2AI_left_pelvic_screw_1_1
S2AI_2,27.5,body,posterior,implant,yes,pelvic_screw_2,left,0.467,0.158,yes,no,yes,,S2AI_left_pelvic_screw_2_1
S2AI,27,body,posterior,implant,yes,pelvic_screw_1,right,0.534,0.166,yes,no,yes,,S2AI_right_pelvic_screw_1_1
S2AI_2,27.5,body,posterior,implant,yes,pelvic_screw_2,right,0.533,0.158,yes,no,yes,,S2AI_right_pelvic_screw_2_1
C1-C2,1.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8785,no,no,no,,C1-C2_central_sublaminar_decompression_1
C2-C3,2.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8585,no,no,no,,C2-C3_central_sublaminar_decompression_1
C3-C4,3.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8405,no,no,no,,C3-C4_central_sublaminar_decompression_1
C4-C5,4.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8215,no,no,no,,C4-C5_central_sublaminar_decompression_1
C5-C6,5.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.8025,no,no,no,,C5-C6_central_sublaminar_decompression_1
C6-C7,6.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.7915,no,no,no,,C6-C7_central_sublaminar_decompression_1
C7-T1,7.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.77,no,no,no,,C7-T1_central_sublaminar_decompression_1
T1-T2,8.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.749,no,no,no,,T1-T2_central_sublaminar_decompression_1
T2-T3,9.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.726,no,no,no,,T2-T3_central_sublaminar_decompression_1
T3-T4,10.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.7015,no,no,no,,T3-T4_central_sublaminar_decompression_1
T4-T5,11.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.6735,no,no,no,,T4-T5_central_sublaminar_decompression_1
T5-T6,12.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.643,no,no,no,,T5-T6_central_sublaminar_decompression_1
T6-T7,13.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.6115,no,no,no,,T6-T7_central_sublaminar_decompression_1
T7-T8,14.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.5805,no,no,no,,T7-T8_central_sublaminar_decompression_1
T8-T9,15.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.5475,no,no,no,,T8-T9_central_sublaminar_decompression_1
T9-T10,16.5,interspace,posterior,decompression,no,sublaminar_decompression,central,0.5,0.5135,no,no,no,,T9-T10_central_sublaminar_decompression_1
